Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
RECRUITING,NO,DRUG: Monosialotetrahexosyl ganglioside (GM1)|DRUG: Control,ALL,"ADULT, OLDER_ADULT",PHASE3,204,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2020-05-15,2024-12-31
UNKNOWN,NO,OTHER: Manual lymph drainage.|PROCEDURE: Coban compression bandage..|DEVICE: Adjustable Compression Sleeve,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-10-30,2022-01-31
RECRUITING,NO,DEVICE: Colli-Pee UAS devices,ALL,"ADULT, OLDER_ADULT",NA,200,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2022-12-21,2024-04
RECRUITING,NO,PROCEDURE: Near infrared fluorescence navigated sentinel lymph node mapping,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-04-08,2023-04-07
NOT_YET_RECRUITING,NO,DRUG: M1774|DRUG: Fulvestrant injection,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,57,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-04-01,2027-09-15
RECRUITING,NO,DRUG: Olaparib tablet|DRUG: Navitoclax,FEMALE,"ADULT, OLDER_ADULT",PHASE1,36,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-11-09,2025-04-28
RECRUITING,NO,BIOLOGICAL: DB-1303|DRUG: Pertuzumab Injection|DRUG: Ritonavir|DRUG: Itraconazole,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,631,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-01-31,2025-10
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: IntelliCare|BEHAVIORAL: Psychoeducation|BEHAVIORAL: Coaching,FEMALE,"ADULT, OLDER_ADULT",NA,314,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-09-27,2024-11-30
NOT_YET_RECRUITING,NO,DRUG: Trastuzumab Emtansine for Injection|DRUG: Pyrotinib Maleate Tablets,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-09-30,2025-08-23
COMPLETED,NO,DRUG: Margetuximab Margetuximab-IV,ALL,"ADULT, OLDER_ADULT",PHASE1,16,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-08-25,2021-04-27
SUSPENDED,NO,OTHER: Fasting Mimicking diet program,ALL,"ADULT, OLDER_ADULT",PHASE3,10,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-03-17,2024-01-01
RECRUITING,NO,DRUG: Elacestrant,ALL,"ADULT, OLDER_ADULT",PHASE2,80,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-05-19,2025-08
RECRUITING,NO,PROCEDURE: malignant fungating wounds care regimen,ALL,"ADULT, OLDER_ADULT",NA,50,OTHER,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-06-24,2024-07-30
NOT_YET_RECRUITING,NO,DRUG: Olaparib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-09-01,2024-09-01
RECRUITING,NO,BEHAVIORAL: Group 1|BEHAVIORAL: Group 2|BEHAVIORAL: Group 3,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,225,OTHER,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-10-12,2028-12-31
RECRUITING,NO,OTHER: Online physiotherapy protocol based on pain neuroscience education and gradual exposure to movement.,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-01,2024-12-01
RECRUITING,NO,DRUG: Dato-DXd|DRUG: Durvalumab|DRUG: Pembrolizumab|DRUG: Doxorubicin|DRUG: Epirubicin|DRUG: Cyclophosphamide|DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Capecitabine|DRUG: Olaparib,ALL,"ADULT, OLDER_ADULT",PHASE3,1728,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-11-14,2030-08-28
RECRUITING,NO,BEHAVIORAL: DOULA-AC 1,FEMALE,"ADULT, OLDER_ADULT",NA,5,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-03-13,2024-06
RECRUITING,NO,PROCEDURE: Axillary lymph node dissection|RADIATION: Axillary radiotherapy|RADIATION: Breast or chest wall radiotherapy,ALL,"ADULT, OLDER_ADULT",NA,1900,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-26,2030-02-28
RECRUITING,NO,DRUG: Tobemstomig|DRUG: Pembrolizumab|DRUG: Nab-Paclitaxel,ALL,"ADULT, OLDER_ADULT",PHASE2,160,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-07-18,2026-02-27
COMPLETED,NO,OTHER: Hydrating emollient for acute radiodermatitis|OTHER: Standard institutional skin care,FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-02-01,2023-06-13
RECRUITING,NO,BEHAVIORAL: Culturally Aware Adjuvant Endocrine Therapy (AET) Non-Initiation Intervention,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-07-21,2024-06-30
RECRUITING,NO,BIOLOGICAL: Pembrolizumab|COMBINATION_PRODUCT: MK-0482 + Pembrolizumab|COMBINATION_PRODUCT: MK-4830 + Pembrolizumab,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,15,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2021-07-26,2031-12
RECRUITING,NO,DRUG: Minoxidil|DRUG: Minoxidil|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,50,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-03-01,2024-12-31
RECRUITING,NO,DRUG: trastuzumab-emtansine|DRUG: Trastuzumab SC|DRUG: Paclitaxel,ALL,"ADULT, OLDER_ADULT",PHASE2,500,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-06-16,2028-05-01
COMPLETED,NO,OTHER: The expert assessment of shoulder impairments and individualised treatment plan|OTHER: A minimal physiotherapeutic rehabilitation program delivered in a pamphlet,FEMALE,"ADULT, OLDER_ADULT",NA,31,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-04-04,2022-10-10
RECRUITING,NO,DRUG: Letrozole 2.5mg oral tablet; Ribociclib 600mg oral tablet|DRUG: Goserelin,FEMALE,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-12-01,2024-12-01
COMPLETED,NO,DIAGNOSTIC_TEST: Odour sampling,FEMALE,"ADULT, OLDER_ADULT",NA,196,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-02-03,2023-04-25
COMPLETED,NO,DEVICE: low level laser in addition to diet recommendations|OTHER: sham laser application in addition to diet recommendations,FEMALE,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: PREVENTION,2020-07-01,2023-04-01
NOT_YET_RECRUITING,NO,DRUG: Tenalisib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,40,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-12-26,2025-03
COMPLETED,NO,OTHER: Characterization of Neuromuscular Function and Fatigue,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-09-29,2021-09-06
NOT_YET_RECRUITING,NO,DRUG: chidamide|DRUG: camrelizumab|DRUG: carboplatin|DRUG: capecitabine,FEMALE,"ADULT, OLDER_ADULT",PHASE2,70,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-07-10,2024-07-10
RECRUITING,NO,DRUG: Palbociclib|DRUG: Cetuximab|DRUG: Fulvestrant|DRUG: Letrozole,ALL,"ADULT, OLDER_ADULT",PHASE2,35,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-07-07,2026-04-19
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: Navigation|OTHER: Information only,FEMALE,"ADULT, OLDER_ADULT",NA,540,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-10-16,2024-12
RECRUITING,NO,DEVICE: Paxman Scalp Cooling System|DRUG: Eribulin|DRUG: Sacituzumab govitecan|DRUG: Trastuzumab deruxtecan,ALL,"ADULT, OLDER_ADULT",PHASE2,120,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-10-07,2026-06-01
WITHDRAWN,NO,PROCEDURE: cryoablation,FEMALE,"ADULT, OLDER_ADULT",NA,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-11-16,2023-09-01
RECRUITING,NO,COMBINATION_PRODUCT: PECS II combined with intercostal nerve blockade;|COMBINATION_PRODUCT: General anesthesia with laryngeal mask,FEMALE,"ADULT, OLDER_ADULT",NA,96,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-10-15,2024-02-28
RECRUITING,NO,DRUG: STX-478|DRUG: Fulvestrant,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,220,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-04-17,2026-06-01
RECRUITING,NO,DEVICE: Robotic NSM|PROCEDURE: Open NSM,FEMALE,"ADULT, OLDER_ADULT",NA,204,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-05-08,2026-12
RECRUITING,NO,DRUG: [68Ga]Ga-NeoB|DRUG: [177Lu]Lu-NeoB|DRUG: Ribociclib|DRUG: fulvestrant|OTHER: Goserelin,FEMALE,"ADULT, OLDER_ADULT",PHASE1,42,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-11-13,2029-10-26
RECRUITING,NO,PROCEDURE: core needle biopsy|OTHER: blood draw,FEMALE,"ADULT, OLDER_ADULT",NA,42,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2023-11-06,2028-11
RECRUITING,NO,DRUG: Trastuzumab deruxtecan|DRUG: Valemetostat,ALL,"ADULT, OLDER_ADULT",PHASE1,37,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-02-09,2032-12-31
UNKNOWN,NO,DRUG: Eribulin|DRUG: Tislelizumab,FEMALE,"ADULT, OLDER_ADULT",PHASE2,265,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-05-27,2023-06-01
ENROLLING_BY_INVITATION,NO,OTHER: Survivorship Care Plan|OTHER: Educational Intervention|OTHER: Questionnaire Administration,ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",2020-02-19,2025-12-31
RECRUITING,NO,DRUG: ST101|DRUG: Temozolomide|RADIATION: Radiation,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,162,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-01,2025-12
RECRUITING,NO,DEVICE: Magnetic seed localization,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-10-15,2028-12-31
RECRUITING,NO,DRUG: ELVN-002|DRUG: Fam-Trastuzumab Deruxtecan-Nxki|DRUG: Trastuzumab emtansine,ALL,"ADULT, OLDER_ADULT",PHASE1,178,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-03-20,2026-07
WITHDRAWN,NO,DRUG: Lorcaserin|DRUG: Lorcaserin Hydrochloride|OTHER: Questionnaire Administration,ALL,"ADULT, OLDER_ADULT",PHASE1,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-11-01,2021-12-31
RECRUITING,NO,DRUG: Paclitaxel Micelles for Injection|DRUG: Paclitaxel injection,ALL,"ADULT, OLDER_ADULT",PHASE1,98,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-03-04,2023-03-01
RECRUITING,NO,DRUG: Sacituzumab Govitecan|DRUG: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE2,25,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-05-23,2024-03-29
RECRUITING,NO,RADIATION: Entire supraclavicular lymph node radiotherapy|RADIATION: Medial supraclavicular lymph node radiotherapy,FEMALE,"ADULT, OLDER_ADULT",PHASE3,1650,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-09-20,2027-08
RECRUITING,NO,DRUG: TFX06 tablet,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,74,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-04-17,2025-04-30
RECRUITING,NO,PROCEDURE: Omission of intraoperative frozen section biopsy for margin status|PROCEDURE: Frozen section biopsy for margin status,FEMALE,"ADULT, OLDER_ADULT",NA,1292,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-24,2026-06
NOT_YET_RECRUITING,NO,DRUG: TSL-1502 capsules(low dose)|DRUG: TSL-1502 capsules(high dose)|DRUG: Investigator's choice of chemotherapy,FEMALE,"ADULT, OLDER_ADULT",PHASE2,125,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-08-01,2026-06-30
NOT_YET_RECRUITING,NO,DRUG: HRS-8080; SHR-A1811|DRUG: HRS-8080; SHR-A2009|DRUG: SHR-A2009; SHR-1316,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,350,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-01,2026-10-31
RECRUITING,NO,DRUG: IMM2902,ALL,"ADULT, OLDER_ADULT",PHASE1,135,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-06-20,2024-12
RECRUITING,NO,DRUG: ARV-471|DRUG: Abemaciclib,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,40,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-02-23,2025-12-03
COMPLETED,NO,"OTHER: Equity Dashboard, Population Health Coordinator and Community Health Worker Support|OTHER: Equity Dashboard and Population Health Coordinator Support",ALL,"ADULT, OLDER_ADULT",NA,10766,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-03-24,2023-04-30
RECRUITING,NO,BIOLOGICAL: CEA-targeted CAR-T cells|BIOLOGICAL: CEA-targeted CAR-T cells,ALL,"ADULT, OLDER_ADULT",PHASE1,60,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-11-06,2026-12-31
COMPLETED,NO,DEVICE: HoloLens v2,FEMALE,"ADULT, OLDER_ADULT",NA,20,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2022-08-02,2023-09-30
RECRUITING,NO,OTHER: Precision Medicine|OTHER: Physican Decision Making,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-16,2026-08
NOT_YET_RECRUITING,NO,DIETARY_SUPPLEMENT: Creatine supplementation|OTHER: Resistance training,ALL,ADULT,NA,120,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2024-01-08,2025-12-08
RECRUITING,NO,OTHER: Consultation of a Web Platform,FEMALE,"ADULT, OLDER_ADULT",NA,200,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2022-06-22,2025-04-01
RECRUITING,NO,PROCEDURE: Near infrared fluorescence navigated sentinel lymph node mapping,ALL,"ADULT, OLDER_ADULT",PHASE1,24,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: BASIC_SCIENCE,2022-04-08,2023-04-07
RECRUITING,NO,DRUG: IMT-009,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,119,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-11-28,2025-04
RECRUITING,NO,DRUG: Capecitabine|COMBINATION_PRODUCT: Sarilumab 150mg or 200 mg plus Capecitabine|COMBINATION_PRODUCT: Sarilumab 150mg plus Capecitabine,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,65,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-26,2026-11-03
ACTIVE_NOT_RECRUITING,NO,DRUG: NC762,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,40,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-06-30,2024-10
RECRUITING,NO,DEVICE: Selene,FEMALE,"ADULT, OLDER_ADULT",NA,333,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-12-01,2024-12
RECRUITING,NO,OTHER: DPD activity assessment|DRUG: Capecitabine,FEMALE,"ADULT, OLDER_ADULT",NA,155,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-07-20,2026-04
RECRUITING,NO,DRUG: Atezolizumab Injection|DRUG: Ipatasertib|DRUG: Bevacizumab|DRUG: Pertuzumab|DRUG: Trastuzumab,ALL,"ADULT, OLDER_ADULT",PHASE2,210,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-02-24,2025-02
TERMINATED,NO,DRUG: Carelizumab|DRUG: Nab-paclitaxel|DRUG: Apatinib,FEMALE,"ADULT, OLDER_ADULT",PHASE3,80,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-14,2023-04-14
RECRUITING,NO,BIOLOGICAL: Double Recombinant Vaccinia Virus VV-GMCSF-Lact,FEMALE,"ADULT, OLDER_ADULT",PHASE1,73,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-05-11,2024-05-05
ACTIVE_NOT_RECRUITING,NO,OTHER: Supervised Training|OTHER: Individually tailored home program,FEMALE,"ADULT, OLDER_ADULT",NA,72,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-07-01,2024-07
ACTIVE_NOT_RECRUITING,NO,DRUG: Margetuximab|DRUG: Trastuzumab|DRUG: Chosen Chemotherapy (Capecitabine)|DRUG: Chosen Chemotherapy (Vinorelbine )|DRUG: Chosen Chemotherapy (Gemcitabine ),ALL,"ADULT, OLDER_ADULT",PHASE2,123,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-01-13,2023-12
RECRUITING,NO,OTHER: Respiratory gating,FEMALE,"ADULT, OLDER_ADULT",NA,15,OTHER_GOV,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2023-03-02,2023-06-15
COMPLETED,NO,OTHER: Family History education|OTHER: Patient Ambassador,FEMALE,"ADULT, OLDER_ADULT",NA,196,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-04-01,2022-09-30
RECRUITING,NO,OTHER: WEB-Application|OTHER: Standard accompaniment,FEMALE,"ADULT, OLDER_ADULT",NA,438,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2020-09-03,2025-03-03
SUSPENDED,NO,DRUG: Pertuzumab and tratuzumab fixed dose combination|DRUG: Trastuzumab emtansine,ALL,"ADULT, OLDER_ADULT",PHASE2,1065,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-01-17,2029-03
NOT_YET_RECRUITING,NO,"DEVICE: SmartXIDE2V2LR, Monalisa Touch, DEKA, Florence, Italy",FEMALE,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2024-03-01,2025-07-30
RECRUITING,NO,DRUG: Trastuzumab deruxtecan|DRUG: Docetaxel|DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Trastuzumab|DRUG: Pertuzumab|DRUG: Ribociclib|DRUG: Letrozole|DRUG: Epirubicin|DRUG: Cyclophosphamide,ALL,"ADULT, OLDER_ADULT",PHASE2,370,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-10-09,2031-12-31
ACTIVE_NOT_RECRUITING,NO,DRUG: Abemaciclib|DRUG: Aromatase Inhibitors,FEMALE,"ADULT, OLDER_ADULT",PHASE2,31,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-01-07,2023-12
RECRUITING,NO,DRUG: (Z)-endoxifen|DRUG: exemestane|DRUG: goserelin,FEMALE,"ADULT, OLDER_ADULT",PHASE2,180,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-02-14,2026-09
UNKNOWN,NO,PROCEDURE: Oncoplastic technique with a droplet-shaped glandular flap,FEMALE,"ADULT, OLDER_ADULT",NA,109,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-01-18,2022-11
RECRUITING,NO,DRUG: ARX788,ALL,"ADULT, OLDER_ADULT",PHASE2,71,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-10-26,2026-12
TERMINATED,NO,PROCEDURE: SpotTM Tattoo Ink,ALL,"ADULT, OLDER_ADULT",NA,10,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-12-29,2023-04-13
RECRUITING,NO,DIAGNOSTIC_TEST: Drug: 68Ga-P16-093,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,50,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-11-15,2024-12-31
ACTIVE_NOT_RECRUITING,NO,DEVICE: Colli-Pee UAS devices,ALL,"ADULT, OLDER_ADULT",NA,105,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-06-18,2023-12
RECRUITING,NO,RADIATION: SBRT anticipated boost,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-06-01,2026-12-31
NOT_YET_RECRUITING,NO,OTHER: Acupuncture treatment|OTHER: Sham acupuncture treatment,FEMALE,"ADULT, OLDER_ADULT",NA,90,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-12-01,2027-12-01
ACTIVE_NOT_RECRUITING,NO,DRUG: GQ1001+pyrotinib|DRUG: pyrotinib+capecitabine,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,75,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-10-01,2024-01-01
