Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
RECRUITING,NO,PROCEDURE: Enhanced external counterpulsation,ALL,"ADULT, OLDER_ADULT",NA,32,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-04-01,2024-07
UNKNOWN,NO,DRUG: Dialyzable Leukocyte Extract|DRUG: Placebo oral,ALL,"ADULT, OLDER_ADULT",PHASE2,562,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-05,2020-12
UNKNOWN,NO,BIOLOGICAL: GLS-5130|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,30,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2021-11,2022-12
COMPLETED,YES,"BIOLOGICAL: Pfizer-BioNTech COVID-19 Vaccine (Comirnaty)|OTHER: Placebo|BIOLOGICAL: Pfizer-BioNTech COVID-19 Vaccine, Bivalent",ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,20,NIH,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2021-09-08,2023-02-22
COMPLETED,NO,BEHAVIORAL: Childbirth preparation education,FEMALE,"ADULT, OLDER_ADULT",NA,44,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2021-11-08,2021-12-10
UNKNOWN,NO,DRUG: Ivermectin 0.6mg/kg/day|DRUG: Ivermectin 1.0mg/kg/day|DRUG: Placebo|DRUG: Hydroxychloroquine,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,294,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-01-25,2021-04-20
COMPLETED,NO,BIOLOGICAL: COVAX,ALL,"ADULT, OLDER_ADULT",PHASE4,1440,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2021-10-05,2022-01-05
COMPLETED,NO,DRUG: Transfusion of COVID-19 convalescent plasma,ALL,"ADULT, OLDER_ADULT",PHASE2,120,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-15,2021-05-28
UNKNOWN,NO,DRUG: Anakinra Prefilled Syringe|DRUG: Tocilizumab Prefilled Syringe|DRUG: Standard-of-care treatment,ALL,"ADULT, OLDER_ADULT",PHASE2,120,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-11,2021-06
TERMINATED,YES,DEVICE: Continuous Positive Airway Pressure,ALL,"ADULT, OLDER_ADULT",NA,4,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-07,2021-07-07
ENROLLING_BY_INVITATION,NO,OTHER: BrainHQ/Active Comparator Activity|OTHER: BrainHQ|OTHER: PASC CoRE|DEVICE: tDCS-active|DEVICE: tDCS-sham,ALL,"ADULT, OLDER_ADULT",NA,315,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-09-01,2024-12
UNKNOWN,NO,"BIOLOGICAL: SARS-CoV-2 Vaccine (Vero Cells), Inactivated|BIOLOGICAL: Placebo",ALL,CHILD,PHASE1,84,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-08,2022-10
COMPLETED,NO,BIOLOGICAL: ACM-SARS-CoV-2-beta ACM-CpG vaccine candidate (ACM-001),ALL,ADULT,PHASE1,38,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2022-07-01,2023-08-22
UNKNOWN,NO,DEVICE: CPAP helmet|OTHER: Standard of care non-helmet based CPAP ventilation,ALL,"ADULT, OLDER_ADULT",NA,370,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-11-13,2021-12
COMPLETED,NO,DRUG: Dutasteride 0.5 mg|DRUG: Azithromycin|DRUG: Nitazoxanide|DRUG: Placebo,MALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,138,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-06-30,2020-10-07
NOT_YET_RECRUITING,NO,BIOLOGICAL: Intramuscularly administered Ad5-nCoV vaccine|BIOLOGICAL: Aerosolized Ad5-nCoV|BIOLOGICAL: DelNS1-2019-nCoV-RBD-OPT1|BIOLOGICAL: SYS6006,ALL,"ADULT, OLDER_ADULT",PHASE4,10000,NETWORK,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2023-05-18,2024-12-31
NOT_YET_RECRUITING,NO,BEHAVIORAL: 12-weeks of Weight Loss|BEHAVIORAL: 12-weeks of Weight Stability,ALL,"ADULT, OLDER_ADULT",NA,150,FED,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2024-03-01,2028-09-30
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: Blood collection on admission and longitudinally|BIOLOGICAL: Blood collection on their first consultation and 10 to 14 days later,ALL,"ADULT, OLDER_ADULT",NA,400,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-03-04,2025-01-07
UNKNOWN,NO,BIOLOGICAL: SARS-CoV-2 Inactivated Vaccine|BIOLOGICAL: The SARS-CoV-2 Inactivated Vaccine,ALL,ADULT,PHASE4,1400,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-06-19,2021-12-19
COMPLETED,NO,BIOLOGICAL: Low dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 28-day schedule|BIOLOGICAL: Medium dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 28-day schedule|BIOLOGICAL: High dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 28-day schedule|BIOLOGICAL: Placebo on a 0- and 28-day schedule,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,471,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-07-10,2021-10-27
COMPLETED,NO,"DIAGNOSTIC_TEST: iStatis COVID-19 Ag Rapid Test|DIAGNOSTIC_TEST: ""COVID-19 RT-PCR Test EUA Number: EUA200011, Company: Laboratory Corporation of America (""Labcorp"")",ALL,"ADULT, OLDER_ADULT",NA,129,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: DIAGNOSTIC,2022-01-13,2022-01-27
UNKNOWN,NO,DRUG: Reduction in antimetabolite immunosuppression,ALL,"ADULT, OLDER_ADULT",PHASE4,50,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-09-24,2023-01-24
COMPLETED,NO,BIOLOGICAL: ARVAC-CG vaccine (recombinant protein vaccine against SARS-CoV-2),ALL,ADULT,PHASE1,80,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2022-04-20,2023-10-29
COMPLETED,NO,BIOLOGICAL: COVID-19 vaccine HIPRA 10|BIOLOGICAL: COVID-19 vaccine HIPRA 20|BIOLOGICAL: COVID-19 vaccine HIPRA 40|BIOLOGICAL: Commercial COVID-19 vaccine,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,30,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-08-16,2022-09-30
UNKNOWN,NO,DRUG: Aspirin 100mg,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,128,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-02-10,2020-06
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: EXERCISE,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-05-03,2022-10-31
RECRUITING,NO,BIOLOGICAL: SARS-CoV-2 subunit protein recombinant vaccine|BIOLOGICAL: Active Comparator,ALL,"ADULT, OLDER_ADULT",PHASE2,900,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-09-01,2023-03-30
COMPLETED,NO,BIOLOGICAL: Ad26.COV2.S|BIOLOGICAL: BNT162b2|BIOLOGICAL: mRNA-1273|BIOLOGICAL: mRNA-1273.211|BIOLOGICAL: mRNA-1273.222|BIOLOGICAL: SARS-CoV-2 rS/M1,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,867,NIH,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-05-28,2023-06-16
UNKNOWN,NO,BIOLOGICAL: ChAdOx1 nCoV-19 vaccine (AZD1222),ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,550,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2021-01-15,2023-12-30
RECRUITING,NO,OTHER: Standard of Care|BIOLOGICAL: SARS-CoV2-CTLS,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,50,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-09-20,2025-12-31
UNKNOWN,NO,BEHAVIORAL: Home exercise program,ALL,OLDER_ADULT,NA,88,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2020-08-01,2020-11-20
TERMINATED,NO,DRUG: Chloroquine|DRUG: Placebo oral tablet,ALL,"ADULT, OLDER_ADULT",PHASE2,8,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-04-21,2021-02-10
WITHDRAWN,NO,DRUG: Ruxolitinib,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-07,2021-10
UNKNOWN,NO,OTHER: High tone power therapy group,ALL,ADULT,NA,56,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-11-10,2022-11-20
COMPLETED,NO,DRUG: Hydroxychloroquine|DRUG: Favipiravir|DRUG: Favipiravir + Hydroxychloroquine|DRUG: Placebo,ALL,ADULT,PHASE3,1120,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-11-16,2021-02-16
COMPLETED,YES,BEHAVIORAL: insurance navigation,ALL,"CHILD, ADULT",NA,56,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2020-12-08,2021-09-01
UNKNOWN,NO,PROCEDURE: Prone Positioning (PP),ALL,"ADULT, OLDER_ADULT",NA,596,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-11-10,2022-06-01
COMPLETED,YES,DRUG: Dipyridamole 100 Milligram(mg)|DRUG: Placebo oral tablet,ALL,"ADULT, OLDER_ADULT",PHASE2,99,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2020-05-31,2021-02-22
SUSPENDED,NO,DRUG: nirmatrelvir|DRUG: ritonavir,ALL,CHILD,PHASE2|PHASE3,160,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-03-07,2027-07-03
COMPLETED,YES,"DRUG: Bismuth Subsalicylate 262 milligram (mg) Oral Tablet, Chewable|OTHER: Placebo oral tablet without BSS",ALL,"ADULT, OLDER_ADULT",PHASE4,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-10-27,2021-08-15
UNKNOWN,NO,BIOLOGICAL: Inactivated SARS-CoV-2 Vaccine (Vero cell)|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,34020,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-01-28,2022-07
COMPLETED,YES,BIOLOGICAL: COVID-HIGIV|OTHER: Placebo (saline),ALL,ADULT,PHASE1,28,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-12-24,2021-07-27
NOT_YET_RECRUITING,NO,BEHAVIORAL: Concordant Care Training|BEHAVIORAL: Education Packet Training,ALL,"CHILD, ADULT, OLDER_ADULT",NA,348,FED,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2024-10-01,2027-09-30
COMPLETED,NO,"DEVICE: Exposure to ""TOR"" device|DEVICE: Exposure to switched off ""TOR"" device",ALL,"ADULT, OLDER_ADULT",NA,236,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-12-29,2021-08-12
UNKNOWN,NO,BIOLOGICAL: mRNA-1273,ALL,"ADULT, OLDER_ADULT",PHASE2,180,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-02-10,2023-01-25
COMPLETED,YES,BIOLOGICAL: BNT162b1|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,144,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-07-28,2021-08-10
COMPLETED,NO,DEVICE: Device: Physiomer undiluted seawater nasal spray,ALL,"ADULT, OLDER_ADULT",NA,370,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07-29,2022-03-18
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: VBI-2901a,ALL,ADULT,PHASE1,103,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2022-10-05,2024-02
UNKNOWN,NO,BIOLOGICAL: SAB-185|OTHER: Normal Saline,ALL,ADULT,PHASE1,21,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-08-20,2021-11
UNKNOWN,NO,BIOLOGICAL: BCG vaccine|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,908,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-07-21,2021-01-01
TERMINATED,NO,DRUG: Apixaban 2.5 MG|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE4,411,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-03-04,2022-05-30
RECRUITING,NO,BEHAVIORAL: Compassion Focused Therapy (CFT) combined with Breathing Pattern Retraining (BPR),ALL,"ADULT, OLDER_ADULT",NA,160,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-03-25,2023-06
TERMINATED,NO,DRUG: Favipiravir HU 200 mg hard capsules|DRUG: Placebo HU,ALL,"ADULT, OLDER_ADULT",PHASE2,1,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-11-25,2021-11-29
WITHDRAWN,NO,BIOLOGICAL: Mesenchymal cells|DRUG: Standard of care,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-07,2021-05-31
COMPLETED,NO,DRUG: Enoxaparin|DRUG: Apixaban,ALL,"ADULT, OLDER_ADULT",PHASE4,3460,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-08,2022-12-30
RECRUITING,NO,BEHAVIORAL: Mindfulness-Based Cognitive Therapy|BEHAVIORAL: Muscle Relaxation Therapy,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-10-19,2024-06-30
COMPLETED,YES,DRUG: Cyclosporine|OTHER: Standard of Care Treatment,ALL,"ADULT, OLDER_ADULT",PHASE2,47,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-11-23,2021-12-10
TERMINATED,NO,BIOLOGICAL: Equine COVID-19 Antiserum|DRUG: Standard of care,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,7,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07-27,2022-05-25
COMPLETED,NO,BIOLOGICAL: Peginterferon beta-1a,ALL,"ADULT, OLDER_ADULT",PHASE3,1173,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-12-01,2021-06-30
COMPLETED,NO,DRUG: Echinaforce Chewable tablets,ALL,"ADULT, OLDER_ADULT",PHASE4,122,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-11-20,2021-05-29
UNKNOWN,NO,DRUG: Anti-SARS-CoV-2|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,200,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-06-01,2021-12-31
COMPLETED,NO,BIOLOGICAL: Convalescent plasma,ALL,"ADULT, OLDER_ADULT",PHASE2,61,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-01-01,2021-03-31
UNKNOWN,NO,BIOLOGICAL: Half dose of ChAdOx1 nCoV-19 (AZD1222)|BIOLOGICAL: Standard dose of ChAdOx1 nCoV-19 (AZD1222),ALL,ADULT,PHASE2|PHASE3,29637,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2021-06-01,2022-10-30
UNKNOWN,NO,DIAGNOSTIC_TEST: PCL COV05 - COVID 19 Ag Rapid FIA test (Rapid Antigen Test),ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-06,2021-08
COMPLETED,NO,DIAGNOSTIC_TEST: Innova Lateral Flow Test,ALL,CHILD,NA,449,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-03-26,2022-04-20
COMPLETED,NO,OTHER: Escola L'Horitzó|OTHER: Escola John Talabot,ALL,"CHILD, ADULT, OLDER_ADULT",NA,153,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-04-22,2021-06-17
TERMINATED,YES,BIOLOGICAL: anti-CD14|OTHER: Placebo|DRUG: remdesivir,ALL,"ADULT, OLDER_ADULT",PHASE2,49,NIH,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-12,2022-02-04
NOT_YET_RECRUITING,NO,DRUG: Remdesivir,ALL,"ADULT, OLDER_ADULT",PHASE4,72,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2024-04-01,2025-12-01
NOT_YET_RECRUITING,NO,BIOLOGICAL: SARS-CoV-2 Variant (Omicron BA.5) mRNA Vaccine low dose|BIOLOGICAL: SARS-CoV-2 Variant (Omicron BA.5) mRNA Vaccine high dose|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",NA,350,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2023-04,2024-04
COMPLETED,NO,BIOLOGICAL: Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),ALL,ADULT,PHASE1,108,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2020-03-16,2021-02-20
COMPLETED,NO,BIOLOGICAL: SARS-CoV-2 antibody based IVIG therapy,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,50,OTHER,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2020-06-19,2021-02-08
COMPLETED,NO,BIOLOGICAL: mRNA-1273|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,30000,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-07-27,2022-12-29
WITHDRAWN,NO,DRUG: HCQ|DRUG: Azithromycin|DRUG: Doxycycline|DIETARY_SUPPLEMENT: Zinc,ALL,"ADULT, OLDER_ADULT",PHASE3,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-15,2020-07-15
COMPLETED,YES,BIOLOGICAL: COVID-19 Convalescent Plasma (CCP)|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-06-09,2021-04-30
UNKNOWN,NO,BIOLOGICAL: SCTV01C|BIOLOGICAL: SCTV01E|BIOLOGICAL: Sinopharm inactivated COVID-19 vaccine|BIOLOGICAL: Comirnaty|BIOLOGICAL: SCTV01E,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,400,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-04-01,2023-08-01
COMPLETED,NO,DRUG: BDB-001 injection|DRUG: BDB-001 injection|DRUG: BDB-001 injection,ALL,ADULT,PHASE1,18,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-02-21,2020-04-14
COMPLETED,NO,DRUG: Clarithromycin,ALL,"ADULT, OLDER_ADULT",PHASE2,90,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2020-05-06,2020-11-30
NOT_YET_RECRUITING,NO,"OTHER: Xltranplus, Xltran",ALL,"ADULT, OLDER_ADULT",NA,111,OTHER,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2022-10,2023-10
COMPLETED,NO,OTHER: music therapy group,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-04-15,2021-06-30
COMPLETED,NO,DIAGNOSTIC_TEST: Blood group determination|DIAGNOSTIC_TEST: Antibody titration|DIETARY_SUPPLEMENT: Probiotic,ALL,"ADULT, OLDER_ADULT",NA,566,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-04-14,2022-04-11
COMPLETED,NO,BIOLOGICAL: Intramuscular Vaccine,ALL,ADULT,PHASE1,180,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2020-07-10,2021-08-30
